DrugID,UniprotID,Scores
DB01421,Q9NS40,0.957719827
DB01421,Q9Y257,0.957719827
DB00618,P69905,0.957719827
DB01084,Q9UNP4,0.957432554
DB01170,Q15825,0.957432554
DB01170,P49327,0.957432554
DB01298,P21430,0.957432554
DB01170,Q92806,0.957432554
DB01604,Q15825,0.957432554
DB01170,P00326,0.957432554
DB01170,P19320,0.957432554
DB01170,P07098,0.957432554
DB01170,P16233,0.957432554
DB01170,P24530,0.957432554
DB01158,P11413,0.957432554
DB01604,Q92806,0.957432554
DB01070,P94692,0.957432554
DB01604,P19320,0.957432554
DB01170,P48051,0.957432554
DB01604,P07327,0.957432554
DB12328,P51172,0.957432554
DB12328,P51170,0.957432554
DB01421,P50135,0.957432554
DB01170,P00325,0.957432554
DB12328,P51168,0.957432554
DB12328,P37088,0.957432554
DB01170,P07327,0.957432554
DB00259,Q9H093,0.957432554
DB04575,O75311,0.957336816
DB02925,P61073,0.957241087
DB00410,P48736,0.957241087
DB03754,O15554,0.957145367
DB00828,P49674,0.957145367
DB01170,P54750,0.957145367
DB00419,Q13464,0.957145367
DB01170,Q01064,0.957145367
DB01070,Q9HC97,0.957145367
DB03754,O15530,0.956953957
DB00452,Q9UL54,0.956953957
DB13931,Q3MS49,0.956953957
DB01082,O14983,0.956953957
DB00561,P78527,0.956953957
DB01599,P28065,0.956953957
DB06780,P0A7R5,0.956953957
DB03085,O95069,0.956953957
DB09477,L0LZJ6,0.956953957
DB12532,Q8TD43,0.956953957
DB00452,O95819,0.956953957
DB00867,P78527,0.956953957
DB00452,Q9H422,0.956953957
DB04876,O95298,0.956953957
DB01426,Q9UQD0,0.956953957
DB00452,P9WNL7,0.956953957
DB04876,L0LZJ6,0.956953957
DB01157,Q9UI33,0.956953957
DB01291,P78527,0.956953957
DB00452,P13637,0.956953957
DB00341,L0LZJ6,0.956953957
DB12532,Q9UKI8,0.956953957
DB01082,P36956,0.956953957
DB01082,Q8TD19,0.956953957
DB01426,P14410,0.956953957
DB01082,Q9H422,0.956953957
DB01438,P0AD64,0.956953957
DB11640,P0DTD1,0.956953957
DB01145,P61073,0.956953957
DB01082,O95819,0.956953957
DB11660,K9N7C7,0.956953957
DB00452,Q9NRP7,0.956953957
DB00341,O95298,0.956953957
DB01082,Q9H2X6,0.956953957
DB00967,L0LZJ6,0.956953957
DB01046,Q13315,0.956953957
DB12924,Q86V67,0.956953957
DB00221,P78527,0.956953957
DB01089,O60488,0.956953957
DB00452,Q9H2X6,0.956953957
DB09082,P78527,0.956953957
DB00967,O95298,0.956953957
DB01099,P78559,0.956953957
DB00452,P36956,0.956953957
DB01082,Q9NRP7,0.956953957
DB12924,P9WPS1,0.956953957
DB01082,Q9UL54,0.956953957
DB01082,P13637,0.956953957
DB01599,P08620,0.956953957
DB00525,P41594,0.956953957
DB00748,P23469,0.956953957
DB01250,Q9Y2K2,0.956953957
DB09477,O95298,0.956953957
DB00452,O14983,0.956953957
DB12532,Q14697,0.956953957
DB01438,Q9F663,0.956953957
DB01125,P21430,0.956953957
DB01339,L0LZJ6,0.956953957
DB00748,P38606,0.956953957
DB01082,P9WNL7,0.956953957
DB09041,P32418,0.956953957
DB12532,Q08828,0.956953957
DB00919,Q16853,0.956953957
DB00405,P21430,0.956953957
DB00226,P14902,0.956953957
DB00452,Q8TD19,0.956953957
DB01099,Q13315,0.956953957
DB00760,P42345,0.956953957
DB01339,O95298,0.956953957
DB12532,Q9P0L2,0.956953957
DB00226,P08546,0.956953957
DB00634,P0DTD1,0.956953957
DB00748,Q13332,0.956953957
DB06827,Q92806,0.956858267
DB06827,P19320,0.956858267
DB06827,Q15825,0.956858267
DB06827,P07327,0.956858267
DB00525,O43451,0.956571252
DB00902,P41594,0.956571252
DB00735,P21980,0.956571252
DB00828,O15530,0.956571252
DB00479,P28472,0.956571252
DB00618,P19320,0.956571252
DB01421,P03886,0.956571252
DB09040,P51649,0.956571252
DB12328,Q04760,0.956571252
DB12328,P10620,0.956571252
DB01616,Q9UNP4,0.956571252
DB03085,P28472,0.956571252
DB12328,P28161,0.956571252
DB00427,Q9UNP4,0.956571252
DB01421,P98194,0.956571252
DB00525,P10253,0.956571252
DB00828,P50135,0.956571252
DB01421,P45954,0.956571252
DB00618,P07327,0.956571252
DB00748,Q9NR82,0.956571252
DB03085,P54219,0.956571252
DB06821,P21430,0.956571252
DB00618,Q15825,0.956571252
DB00618,Q92806,0.956571252
DB01070,Q07699,0.956571252
DB12328,Q16873,0.956571252
DB01421,Q14289,0.956571252
DB00251,Q04206,0.956571252
DB01158,P69905,0.956571252
DB03754,P95029,0.956571252
DB00894,Q9UNP4,0.956571252
DB00479,P49674,0.956571252
DB00226,P04049,0.9564756
DB00479,Q16790,0.956284324
DB01421,Q16647,0.956284324
DB01421,P51787,0.9561887
DB00941,P61073,0.9561887
DB00348,P10253,0.956093086
DB00504,P41594,0.956093086
DB01084,P21980,0.956093086
DB11496,P06818,0.956093086
DB03754,O60218,0.956093086
DB00610,O60427,0.956093086
DB00807,Q04206,0.956093086
DB00902,P23786,0.956093086
DB00348,O43451,0.956093086
DB06795,O60427,0.956093086
DB11496,P27907,0.956093086
DB03754,P19525,0.956093086
DB08936,P10253,0.956093086
DB00192,P61073,0.956093086
DB06766,P45954,0.956093086
DB00504,Q9UNP4,0.956093086
DB08936,O43451,0.956093086
DB01599,P69905,0.956093086
DB12924,P0C6X7,0.955997482
DB12532,Q8TD19,0.955997482
DB01066,P0C6X7,0.955997482
DB01250,Q04912,0.955997482
DB00355,Q3MS49,0.955997482
DB08809,Q9UQD0,0.955997482
DB12532,Q02779,0.955997482
DB01339,P0ADY7,0.955997482
DB01063,P9WPS1,0.955997482
DB01148,P78527,0.955997482
DB01426,P11137,0.955997482
DB01209,Q3MS49,0.955997482
DB01336,P78527,0.955997482
DB00452,P09252,0.955997482
DB01260,P23297,0.955997482
DB01082,P80192,0.955997482
DB08809,Q15746,0.955997482
DB00928,P07498,0.955997482
DB12532,O14983,0.955997482
DB06817,Q3MS49,0.955997482
DB09300,P78527,0.955997482
DB12532,Q9H2K8,0.955997482
DB00876,P78559,0.955997482
DB08809,Q9UI33,0.955997482
DB01202,P54710,0.955997482
DB00769,P23297,0.955997482
DB00967,P0ADY7,0.955997482
DB00389,O90777,0.955997482
DB09477,P40933,0.955997482
DB08801,P78527,0.955997482
DB12532,P29320,0.955997482
DB06711,P78527,0.955997482
DB00596,P23297,0.955997482
DB13158,P23297,0.955997482
DB00259,P32418,0.955997482
DB03312,P0DTD1,0.955997482
DB01113,P25815,0.955997482
DB12532,O15146,0.955997482
DB00928,P30536,0.955997482
DB12532,Q13873,0.955997482
DB05246,Q15125,0.955997482
DB06781,P23297,0.955997482
DB11327,A0A068JFB7,0.955997482
DB00341,P0ADY7,0.955997482
DB06800,Q3MS49,0.955997482
DB12532,Q7L7X3,0.955997482
DB00884,Q3MS49,0.955997482
DB00452,O14976,0.955997482
DB00452,P80192,0.955997482
DB01113,P0DTD1,0.955997482
DB09477,P0ADY7,0.955997482
DB00452,Q8N4C8,0.955997482
DB01082,O14976,0.955997482
DB01613,P01350,0.955997482
DB11660,P9WPS1,0.955997482
DB01250,Q8NEV4,0.955997482
DB06780,Q86V67,0.955997482
DB01599,Q2G0P0,0.955997482
DB09242,P78527,0.955997482
DB01382,P78527,0.955997482
DB12532,P54762,0.955997482
DB01599,P30044,0.955997482
DB00621,P9WPS1,0.955997482
DB04876,P0ADY7,0.955997482
DB06780,P01350,0.955997482
DB12532,Q9UL51,0.955997482
DB12924,P54710,0.955997482
DB08809,Q05318,0.955997482
DB01082,Q8N4C8,0.955997482
DB01130,P23297,0.955997482
DB01082,P09252,0.955997482
DB00919,O15530,0.955901887
DB01153,P69905,0.955901887
DB09040,O60488,0.955901887
DB09220,P05230,0.955901887
DB01070,P78348,0.955901887
DB08799,P10253,0.955806301
DB00955,P48736,0.955806301
DB08799,O43451,0.955806301
DB06809,P35408,0.955806301
DB01421,Q14534,0.955615159
DB01619,P10253,0.955519603
DB01421,O60488,0.955519603
DB00504,P23786,0.955519603
DB08936,P23786,0.955519603
DB03085,P19838,0.955519603
DB11496,Q9Y3R4,0.955519603
DB01170,P04049,0.955519603
DB01605,Q15825,0.955519603
DB03085,P60568,0.955519603
DB00941,P45954,0.955519603
DB01605,P19320,0.955519603
DB01070,P10620,0.955519603
DB00223,P69905,0.955519603
DB00405,Q13332,0.955519603
DB01125,P38606,0.955519603
DB00828,B0B3C9,0.955519603
DB00828,P95029,0.955519603
DB01619,O43451,0.955519603
DB01125,P23469,0.955519603
DB11328,P06715,0.955519603
DB08799,Q9UNP4,0.955519603
DB12328,P48051,0.955519603
DB01605,Q92806,0.955519603
DB00410,P02818,0.955519603
DB08799,P41594,0.955519603
DB01091,P51649,0.955519603
DB00251,P41594,0.955519603
DB12328,P19320,0.955519603
DB00405,P23469,0.955519603
DB01605,P07327,0.955519603
DB12328,Q92806,0.955519603
DB12328,P07327,0.955519603
DB01125,Q13332,0.955519603
DB01070,Q04760,0.955519603
DB01438,P00750,0.955519603
DB11160,Q9NR82,0.955519603
DB01070,P28161,0.955519603
DB01089,O60427,0.955519603
DB00405,P38606,0.955519603
DB00419,P04049,0.955519603
DB01070,Q16873,0.955519603
DB00525,P35408,0.955519603
DB00251,Q9UNP4,0.955519603
DB12328,Q15825,0.955519603
DB01421,Q99571,0.955328518
DB00816,P05230,0.95523299
DB01170,P02818,0.95523299
DB00828,Q16602,0.95523299
DB01091,O60488,0.95523299
DB00479,P37288,0.955137471
DB00919,P95029,0.955041962
DB01250,Q91CQ6,0.955041962
DB01250,P21860,0.955041962
DB01158,Q16873,0.955041962
DB00339,P25815,0.955041962
DB00894,P21980,0.955041962
DB01421,O43570,0.955041962
DB01106,P78527,0.955041962
DB01113,P80511,0.955041962
DB06780,Q9NR33,0.955041962
DB00942,P12236,0.955041962
DB15694,P19801,0.955041962
DB06410,P78527,0.955041962
DB08819,P54710,0.955041962
DB01066,K9N7C7,0.955041962
DB01158,P10620,0.955041962
DB00452,O14746,0.955041962
DB00828,Q9NPA2,0.955041962
DB00452,P08514,0.955041962
DB09257,O60488,0.955041962
DB09257,Q9H093,0.955041962
DB01082,Q13370,0.955041962
DB00894,P12235,0.955041962
DB00181,Q86V67,0.955041962
DB12532,P20594,0.955041962
DB08799,P23786,0.955041962
DB00551,P54710,0.955041962
DB00942,P05141,0.955041962
DB01299,P54710,0.955041962
DB00769,P0A7R5,0.955041962
DB00452,Q13370,0.955041962
DB01063,P29034,0.955041962
DB12532,P13637,0.955041962
DB00426,Q9NRF9,0.955041962
DB12532,P08514,0.955041962
DB00427,P21980,0.955041962
DB01157,P11137,0.955041962
DB00452,Q9HCR9,0.955041962
DB00341,F5HGI9,0.955041962
DB00452,Q8IYT8,0.955041962
DB01130,P0A7R5,0.955041962
DB13158,P0A7R5,0.955041962
DB03310,K9N7C7,0.955041962
DB04865,Q5S007,0.955041962
DB01082,P42338,0.955041962
DB06780,L0LZJ6,0.955041962
DB01599,Q15125,0.955041962
DB01260,P0A7R5,0.955041962
DB00263,P42345,0.955041962
DB01082,Q9HCR9,0.955041962
DB01066,P9WPS1,0.955041962
DB01082,P08514,0.955041962
DB14033,P42345,0.955041962
DB12532,O15197,0.955041962
DB01082,Q8IYT8,0.955041962
DB00894,P12236,0.955041962
DB01158,Q04760,0.955041962
DB00596,P0A7R5,0.955041962
DB01158,P28161,0.955041962
DB12532,Q16513,0.955041962
DB01113,P0C6X7,0.955041962
DB00894,P05141,0.955041962
DB12532,Q9Y4K4,0.955041962
DB12532,Q9HGT2,0.955041962
DB01616,P21980,0.955041962
DB00919,P21980,0.955041962
DB00967,F5HGI9,0.955041962
DB00775,P23297,0.955041962
DB01339,F5HGI9,0.955041962
DB04876,F5HGI9,0.955041962
DB12532,P54764,0.955041962
DB00942,P12235,0.955041962
DB01046,P78559,0.955041962
DB00621,P29034,0.955041962
DB01625,P54710,0.955041962
DB06781,P0A7R5,0.955041962
DB00452,P42338,0.955041962
DB01082,O14746,0.955041962
DB05246,C7C422,0.955041962
DB08936,P51649,0.955041962
DB00262,Q07699,0.955041962
DB00735,P45954,0.955041962
DB05246,P00807,0.955041962
DB00405,Q9NR82,0.955041962
DB00299,Q9NRF9,0.955041962
DB01299,P9WPS1,0.955041962
DB15694,P19634,0.955041962
DB00941,Q14957,0.954946463
DB00670,P69905,0.954850973
DB03754,P30530,0.954850973
DB01153,P10620,0.954850973
DB03754,P42681,0.954850973
DB01153,Q16873,0.954850973
DB03754,P51451,0.954850973
DB06766,O60488,0.954850973
DB01089,P11413,0.954850973
DB03754,P51813,0.954850973
DB00771,P69905,0.954850973
DB01421,P01579,0.954850973
DB01153,Q04760,0.954850973
DB01089,O60391,0.954850973
DB03754,P42680,0.954850973
DB00838,P69905,0.954850973
DB01153,P28161,0.954850973
DB03754,P48736,0.954850973
DB03754,P51787,0.954850973
DB03754,P06213,0.954850973
DB03754,P29597,0.954850973
DB01153,P23416,0.954755493
DB09324,O00555,0.954564561
DB00251,P21980,0.954564561
DB00272,Q9H093,0.954564561
DB06821,Q9NR82,0.954564561
DB03754,Q53707,0.954564561
DB00504,P21980,0.954564561
DB01070,P19320,0.954564561
DB01170,P17752,0.954564561
DB01070,P07327,0.954564561
DB01298,Q04206,0.954564561
DB00919,Q9NYX4,0.954564561
DB03754,Q06AK7,0.954564561
DB00272,O60488,0.954564561
DB00828,P51787,0.954564561
DB01070,Q92806,0.954564561
DB01070,Q15825,0.954564561
DB00961,P41180,0.954373667
DB01421,Q5T1J1,0.954278234
DB06718,Q14957,0.954278234
DB06809,Q14957,0.954182811
DB00262,P53667,0.954182811
DB15694,O95069,0.954182811
DB00262,Q8NG66,0.954182811
DB00735,Q9H093,0.954182811
DB00262,P57059,0.954182811
DB04864,P23560,0.954182811
DB00547,P69905,0.954182811
DB01237,P9WPS1,0.954087398
DB01400,P29034,0.954087398
DB06802,P54710,0.954087398
DB04865,Q07864,0.954087398
DB01082,Q9UP95,0.954087398
DB01399,P54710,0.954087398
DB12532,Q02218,0.954087398
DB00621,P26447,0.954087398
DB12924,K9N7C7,0.954087398
DB11323,P54710,0.954087398
DB01157,Q9P2K8,0.954087398
DB01082,P53396,0.954087398
DB00928,P50870,0.954087398
DB00452,Q9UKV0,0.954087398
DB00760,Q15878,0.954087398
DB11327,A0A023W3H0,0.954087398
DB01010,P29034,0.954087398
DB00775,P26447,0.954087398
DB01082,P53355,0.954087398
DB00426,Q9NR33,0.954087398
DB12532,P09252,0.954087398
DB11660,P0C6X7,0.954087398
DB00389,P26447,0.954087398
DB00596,K9N7C7,0.954087398
DB11660,P54710,0.954087398
DB01113,P01350,0.954087398
DB01600,P54710,0.954087398
DB00452,P53355,0.954087398
DB00979,P29034,0.954087398
DB00733,P29034,0.954087398
DB00883,Q3MS49,0.954087398
DB00944,P29034,0.954087398
DB01116,P29034,0.954087398
DB12532,Q13627,0.954087398
DB12532,P21709,0.954087398
DB00769,K9N7C7,0.954087398
DB13158,K9N7C7,0.954087398
DB12532,Q16584,0.954087398
DB12532,Q92800,0.954087398
DB12532,P35590,0.954087398
DB01419,P54710,0.954087398
DB00892,P29034,0.954087398
DB01063,P26447,0.954087398
DB01382,P12823,0.954087398
DB00452,P53396,0.954087398
DB00452,Q9UP95,0.954087398
DB01122,P29034,0.954087398
DB06781,K9N7C7,0.954087398
DB00183,P29034,0.954087398
DB01260,K9N7C7,0.954087398
DB00991,P54710,0.954087398
DB00868,P29034,0.954087398
DB01625,P78527,0.954087398
DB12532,P50993,0.954087398
DB05246,P04156,0.954087398
DB01146,P9WPS1,0.954087398
DB11660,P0DTD1,0.954087398
DB12532,P00582,0.954087398
DB00989,P29034,0.954087398
DB12532,P35908,0.954087398
DB00299,Q9NR33,0.954087398
DB01599,P04156,0.954087398
DB05246,P62594,0.954087398
DB00884,P78527,0.954087398
DB00479,Q14534,0.954087398
DB00450,P78527,0.954087398
DB01250,Q8TD43,0.954087398
DB00293,Q5S007,0.954087398
DB09477,Q15185,0.954087398
DB11327,P01350,0.954087398
DB12532,Q9NR97,0.954087398
DB12532,Q15375,0.954087398
DB06698,P9WPS1,0.954087398
DB01082,Q9UKV0,0.954087398
DB01130,K9N7C7,0.954087398
DB11071,P54710,0.954087398
DB11201,P54710,0.954087398
DB08799,P21980,0.953991994
DB01421,O60427,0.953991994
DB12328,Q6GI75,0.953991994
DB01421,Q9HC97,0.953991994
DB00262,Q96SW2,0.953991994
DB00735,P51649,0.953991994
DB09324,Q6GI75,0.953991994
DB00816,Q9F663,0.953991994
DB00524,P51649,0.953991994
DB00302,P69905,0.953991994
DB00816,P0AD64,0.953991994
DB00498,P23560,0.953896599
DB01070,Q6GI75,0.953896599
DB00259,P07098,0.953896599
DB00259,P49327,0.953896599
DB09552,Q14957,0.953896599
DB00259,P16233,0.953896599
DB09040,O60427,0.953896599
DB01421,P11474,0.953801214
DB06766,Q14957,0.953801214
DB01421,O95718,0.953801214
DB06809,P42263,0.953515117
DB00259,P69905,0.953515117
DB04890,P19320,0.953515117
DB01084,P51649,0.953515117
DB06809,P48058,0.953515117
DB11160,P61073,0.953515117
DB12328,Q16665,0.953515117
DB09041,P11413,0.953515117
DB04575,P07327,0.953515117
DB04864,Q13332,0.953515117
DB04890,Q15825,0.953515117
DB01121,Q15825,0.953515117
DB04575,P48051,0.953515117
DB01121,P48051,0.953515117
DB00902,P45954,0.953515117
DB04864,P23469,0.953515117
DB09324,Q16665,0.953515117
DB00410,Q16790,0.953515117
DB04575,Q92806,0.953515117
DB01421,Q13464,0.953515117
DB00525,Q9H093,0.953515117
DB01121,P07327,0.953515117
DB00828,O75874,0.953515117
DB01121,P19320,0.953515117
DB04864,P38606,0.953515117
DB00600,Q16739,0.953515117
DB04890,Q92806,0.953515117
DB06809,P32418,0.953515117
DB00955,P02818,0.953515117
DB04890,P07327,0.953515117
DB04575,Q15825,0.953515117
DB04575,P19320,0.953515117
DB01125,P00747,0.953515117
DB00942,P45954,0.953515117
DB01121,Q92806,0.953515117
DB09552,P06818,0.953229105
DB09552,P27907,0.953229105
DB01421,Q9UBN7,0.953229105
DB01063,O90777,0.953133787
DB01082,P56524,0.953133787
DB06780,Q03393,0.953133787
DB00452,P56524,0.953133787
DB01339,A0A068JFB7,0.953133787
DB00621,Q86V67,0.953133787
DB00967,A0A068JFB7,0.953133787
DB06781,P0C6X7,0.953133787
DB11278,P54710,0.953133787
DB00890,P54710,0.953133787
DB06800,P78559,0.953133787
DB01260,P0C6X7,0.953133787
DB00689,P80511,0.953133787
DB13158,P0C6X7,0.953133787
DB00775,P25815,0.953133787
DB00452,P50993,0.953133787
DB00867,Q3MS49,0.953133787
DB09082,Q3MS49,0.953133787
DB01612,Q3MS49,0.953133787
DB12532,P9WNL9,0.953133787
DB01099,P42345,0.953133787
DB11327,P40933,0.953133787
DB01082,P9WNL5,0.953133787
DB01066,P80511,0.953133787
DB00919,Q92206,0.953133787
DB01599,P0C002,0.953133787
DB01157,Q9Y2K2,0.953133787
DB01599,Q8IWT1,0.953133787
DB01291,Q3MS49,0.953133787
DB00686,P78527,0.953133787
DB00341,A0A068JFB7,0.953133787
DB01613,Q5SHN7,0.953133787
DB00775,P80511,0.953133787
DB00941,O75311,0.953133787
DB01113,O90777,0.953133787
DB01063,Q86V67,0.953133787
DB12532,P57078,0.953133787
DB01250,Q9UL54,0.953133787
DB12532,Q2M2I8,0.953133787
DB01082,Q13873,0.953133787
DB00452,Q13873,0.953133787
DB00942,O60488,0.953133787
DB03310,P0DTD1,0.953133787
DB01250,O00750,0.953133787
DB01426,Q9P2K8,0.953133787
DB00299,O95298,0.953133787
DB00769,P0C6X7,0.953133787
DB00452,Q02218,0.953133787
DB00221,Q3MS49,0.953133787
DB01082,P50993,0.953133787
DB01082,O00444,0.953133787
DB01297,P54710,0.953133787
DB01130,P0C6X7,0.953133787
DB00919,O60488,0.953133787
DB00355,P12823,0.953133787
DB01082,Q02218,0.953133787
DB12532,P56524,0.953133787
DB05246,Q8N1Q1,0.953133787
DB00399,P0DTD1,0.953133787
DB01130,P0DTD1,0.953133787
DB12532,O95644,0.953133787
DB05246,P20276,0.953133787
DB00181,P26447,0.953133787
DB03312,P0C6X7,0.953133787
DB04876,A0A068JFB7,0.953133787
DB00621,O90777,0.953133787
DB00293,P78559,0.953133787
DB00299,P04926,0.953133787
DB00769,P0DTD1,0.953133787
DB12532,P33981,0.953133787
DB01250,Q9H422,0.953133787
DB01082,Q56UN5,0.953133787
DB06781,P0DTD1,0.953133787
DB05246,Q96Q83,0.953133787
DB00187,P54710,0.953133787
DB00419,Q9Y2T6,0.953133787
DB00596,P0DTD1,0.953133787
DB00427,Q9H093,0.953133787
DB01599,P20276,0.953133787
DB00452,P9WNL5,0.953133787
DB00426,O95298,0.953133787
DB01260,P0DTD1,0.953133787
DB01091,O60427,0.953133787
DB03312,K9N7C7,0.953133787
DB00452,Q15375,0.953133787
DB13158,P0DTD1,0.953133787
DB09351,P54710,0.953133787
DB01082,Q15375,0.953133787
DB00452,O00444,0.953133787
DB00596,P0C6X7,0.953133787
DB00452,Q56UN5,0.953133787
DB12532,O75385,0.953133787
DB01209,P78559,0.953133787
DB00426,P04926,0.953133787
DB05246,P28062,0.953133787
DB01613,Q9NR33,0.953133787
DB00339,P9WPS1,0.953133787
DB00727,Q3MS49,0.953133787
DB03085,Q16790,0.952943179
DB00217,P17752,0.952943179
DB00498,P38606,0.952943179
DB00226,P07359,0.952943179
DB00226,P31151,0.952943179
DB11587,P0AD64,0.952943179
DB00498,O43451,0.952943179
DB01421,P24093,0.952943179
DB00498,P10253,0.952943179
DB11587,Q9F663,0.952943179
DB00498,Q13332,0.952943179
DB00226,P07204,0.952943179
DB00504,P45954,0.952943179
DB09488,P05230,0.952943179
DB08936,P45954,0.952943179
DB00670,P05230,0.952943179
DB03085,P22460,0.952943179
DB00782,P05230,0.952943179
DB00498,P23469,0.952943179
DB06821,P00747,0.952943179
DB11160,Q9UNP4,0.952943179
DB01421,Q16539,0.95284789
DB01421,P54760,0.95284789
DB01421,P06241,0.95284789
DB01421,P07947,0.95284789
DB01421,Q9NYL2,0.95284789
DB01421,P54756,0.95284789
DB01421,P41240,0.95284789
DB01421,P42684,0.95284789
DB00348,O60488,0.95275261
DB00226,O00305,0.95275261
DB06766,O60427,0.95275261
DB00504,O60488,0.95275261
DB00226,P54284,0.95275261
DB00941,P69905,0.952657339
DB00828,Q14534,0.952657339
DB01421,O60706,0.952657339
DB00479,Q5T1J1,0.952657339
DB06718,O75311,0.952371585
DB09220,Q16739,0.952371585
DB06441,Q92806,0.952371585
DB06441,P19320,0.952371585
DB00552,P41594,0.952371585
DB06441,P07327,0.952371585
DB01421,Q13956,0.952371585
DB01421,P18545,0.952371585
DB00217,Q9F663,0.952371585
DB03085,P50135,0.952371585
DB04880,P10253,0.952371585
DB15694,Q9ULX7,0.952371585
DB06809,O75311,0.952371585
DB01153,P0AD64,0.952371585
DB01125,Q9UNP4,0.952371585
DB00894,P51649,0.952371585
DB14783,P19838,0.952371585
DB01616,P51649,0.952371585
DB14783,P60568,0.952371585
DB00427,P51649,0.952371585
DB01091,P69905,0.952371585
DB03085,Q16602,0.952371585
DB14783,Q8TDS4,0.952371585
DB00479,P21817,0.952371585
DB01246,O60488,0.952371585
DB00217,P0AD64,0.952371585
DB04880,O43451,0.952371585
DB01153,Q9F663,0.952371585
DB06441,Q15825,0.952371585
DB00561,P12823,0.95218113
DB12532,Q9UHD2,0.95218113
DB11660,P23297,0.95218113
DB12532,P27448,0.95218113
DB04865,O14578,0.95218113
DB01082,Q13164,0.95218113
DB00426,A0A068JFB7,0.95218113
DB00775,K9N7C7,0.95218113
DB04876,Q03393,0.95218113
DB12532,Q9HCR9,0.95218113
DB04865,P26676,0.95218113
DB09075,P54710,0.95218113
DB01082,P9WNL9,0.95218113
DB00727,P78527,0.95218113
DB03310,P0C6X7,0.95218113
DB00299,A0A068JFB7,0.95218113
DB00452,P9WNL9,0.95218113
DB01082,Q9H2X9,0.95218113
DB00267,P54710,0.95218113
DB01113,P0A7R5,0.95218113
DB12532,P53848,0.95218113
DB00876,Q13315,0.95218113
DB00775,P0DTD1,0.95218113
DB12532,P29322,0.95218113
DB00775,P0A7R5,0.95218113
DB12532,Q05209,0.95218113
DB01250,Q9NRP7,0.95218113
DB00389,A0A068JFB7,0.95218113
DB06706,P78527,0.95218113
DB01599,Q49184,0.95218113
DB11327,O95298,0.95218113
DB09477,P68871,0.95218113
DB00769,P29034,0.95218113
DB00339,P80511,0.95218113
DB01250,Q13370,0.95218113
DB12532,P13551,0.95218113
DB13155,P80511,0.95218113
DB01339,Q03393,0.95218113
DB00452,Q9H2X9,0.95218113
DB12532,P51788,0.95218113
DB01130,P29034,0.95218113
DB00181,P0A7R5,0.95218113
DB00263,Q05318,0.95218113
DB12924,O90777,0.95218113
DB00967,Q03393,0.95218113
DB01046,Q5S007,0.95218113
DB00339,Q86V67,0.95218113
DB01082,Q8TD43,0.95218113
DB12532,P08473,0.95218113
DB01172,P0DTD1,0.95218113
DB00596,P29034,0.95218113
DB00452,Q13164,0.95218113
DB14033,Q05318,0.95218113
DB12532,Q9UKV0,0.95218113
DB11327,P0ADY7,0.95218113
DB05246,P0AFI5,0.95218113
DB01082,Q12866,0.95218113
DB01260,P29034,0.95218113
DB13158,P29034,0.95218113
DB00710,Q5S007,0.95218113
DB12924,P26447,0.95218113
DB00452,Q8TD43,0.95218113
DB12532,F5HCU8,0.95218113
DB00760,Q05318,0.95218113
DB12532,Q9UBC3,0.95218113
DB06781,P29034,0.95218113
DB01250,I6TLU5,0.95218113
DB12532,O95835,0.95218113
DB12924,P25815,0.95218113
DB01612,P78527,0.95218113
DB12329,P0C6X7,0.95218113
DB01250,Q6ZN16,0.95218113
DB01250,P80192,0.95218113
DB01099,Q07864,0.95218113
DB00341,Q03393,0.95218113
DB01046,Q07864,0.95218113
DB00452,Q12866,0.95218113
DB00336,P78527,0.95218113
DB06766,P42263,0.952085916
DB06827,P60568,0.952085916
DB06766,P48058,0.952085916
DB06827,P19838,0.952085916
DB01061,P23469,0.951990713
DB03085,P37288,0.951990713
DB03754,Q9Y2U5,0.951990713
DB01061,Q13332,0.951990713
DB12789,Q96SW2,0.951990713
DB03754,Q13555,0.951990713
DB06718,Q9UBN7,0.951990713
DB09040,P10620,0.951990713
DB09040,P28161,0.951990713
DB09257,P16233,0.951990713
DB09040,Q16873,0.951990713
DB01061,P38606,0.951990713
DB09040,Q04760,0.951990713
DB01170,Q05655,0.951990713
DB09257,P07098,0.951990713
DB03754,P08631,0.951990713
DB09257,P49327,0.951990713
DB09041,P05230,0.951990713
DB09552,O75311,0.951990713
DB00262,P05412,0.951990713
DB03754,P24941,0.951990713
DB09488,P41180,0.951895518
DB06766,O75311,0.951800333
DB15694,P19838,0.951800333
DB00670,P07327,0.951800333
DB00782,Q15825,0.951800333
DB11328,Q04206,0.951800333
DB00504,P51649,0.951800333
DB00235,O43451,0.951800333
DB01091,O60391,0.951800333
DB00235,P10253,0.951800333
DB00941,P10620,0.951800333
DB00552,P23786,0.951800333
DB09257,O60427,0.951800333
DB00771,Q92806,0.951800333
DB00782,P19320,0.951800333
DB00941,P28161,0.951800333
DB00670,Q15825,0.951800333
DB00941,Q04760,0.951800333
DB04864,Q04206,0.951800333
DB00771,P07327,0.951800333
DB00670,P19320,0.951800333
DB00670,P48051,0.951800333
DB09040,P11413,0.951800333
DB00782,P07327,0.951800333
DB04880,P38606,0.951800333
DB04880,Q13332,0.951800333
DB13908,Q9F663,0.951800333
DB00771,P19320,0.951800333
DB00782,Q92806,0.951800333
DB00670,Q92806,0.951800333
DB00302,Q9NYK1,0.951800333
