DrugID,UniprotID,Scores
DB01219,K9N7C7,0.973361242
DB00355,K9N7C7,0.973361242
DB00828,P69905,0.973361242
DB03085,Q92206,0.973361242
DB01625,Q3MS49,0.973361242
DB06809,P19801,0.973166589
DB06809,P19634,0.973166589
DB11496,P10253,0.972971975
DB03754,Q96SW2,0.972971975
DB06766,P07327,0.972971975
DB13908,P21430,0.972971975
DB06766,P48051,0.972971975
DB03085,Q9NR96,0.972971975
DB00902,O60391,0.972971975
DB01121,P21430,0.972971975
DB00235,Q9UNP4,0.972971975
DB01616,O60391,0.972971975
DB11496,O43451,0.972971975
DB09220,Q04206,0.972971975
DB00894,O60391,0.972971975
DB06766,P19320,0.972971975
DB01616,P11413,0.972971975
DB00894,P11413,0.972971975
DB06766,Q92806,0.972971975
DB06766,Q15825,0.972971975
DB00902,P11413,0.972971975
DB06766,P23560,0.9727774
DB00226,P98194,0.972582864
DB06795,Q16739,0.972582864
DB01089,P12235,0.972582864
DB03085,Q09470,0.972582864
DB01089,P05141,0.972582864
DB01158,P21430,0.972582864
DB00226,P03886,0.972582864
DB01089,P12236,0.972582864
DB00941,Q9NR82,0.972388367
DB01082,Q9UQD0,0.972388367
DB01209,P0DTD1,0.972388367
DB01291,P0DTD1,0.972388367
DB00355,P0DTD1,0.972388367
DB06410,K9N7C7,0.972388367
DB05246,L0LZJ6,0.972388367
DB00867,P0DTD1,0.972388367
DB05246,A0A068JFB7,0.972388367
DB00561,P0C6X7,0.972388367
DB01209,P0C6X7,0.972388367
DB01250,P78559,0.972388367
DB09082,P0DTD1,0.972388367
DB05246,A0A023W3H0,0.972388367
DB00452,Q9UQD0,0.972388367
DB01599,P0A7J6,0.972388367
DB00221,P0DTD1,0.972388367
DB01599,O95298,0.972388367
DB01157,P12823,0.972388367
DB01599,P0ADY7,0.972388367
DB00775,Q3MS49,0.972388367
DB01382,K9N7C7,0.972388367
DB00561,P0DTD1,0.972388367
DB01209,K9N7C7,0.972388367
DB06800,P0C6X7,0.972388367
DB00410,Q6GI75,0.972388367
DB06800,K9N7C7,0.972388367
DB11660,Q3MS49,0.972388367
DB15694,P22001,0.972388367
DB00621,P54710,0.972388367
DB01613,P54710,0.972388367
DB06800,P0DTD1,0.972388367
DB00928,P23297,0.972388367
DB01250,Q13315,0.972388367
DB00686,P0DTD1,0.972388367
DB01063,P54710,0.972388367
DB00524,Q15825,0.972193909
DB00259,P61073,0.972193909
DB01438,P42263,0.972193909
DB06809,P23469,0.972193909
DB06809,Q9ULX7,0.972193909
DB08799,O60391,0.972193909
DB01246,P11413,0.972193909
DB00524,P07327,0.972193909
DB06809,P38606,0.972193909
DB00217,Q13332,0.972193909
DB00498,P45954,0.972193909
DB00217,P23469,0.972193909
DB00524,Q92806,0.972193909
DB00217,P38606,0.972193909
DB01438,P48058,0.972193909
DB06809,Q13332,0.972193909
DB08799,P11413,0.972193909
DB00524,P19320,0.972193909
DB01084,P23560,0.972193909
DB01153,O60488,0.971999489
DB04575,O60488,0.971999489
DB04575,Q9H093,0.971999489
DB00427,P23560,0.971805109
DB00235,P12236,0.971805109
DB12789,O15530,0.971805109
DB04864,P51649,0.971805109
DB09552,Q9NR82,0.971805109
DB00902,P23560,0.971805109
DB00828,Q9NYK1,0.971805109
DB00235,P05141,0.971805109
DB00235,P21980,0.971805109
DB00942,P23560,0.971805109
DB00235,P12235,0.971805109
DB15694,O00555,0.971610767
DB01421,P28472,0.971513611
DB01250,P42345,0.971416464
DB01291,K9N7C7,0.971416464
DB04864,P03886,0.971416464
DB06410,P0C6X7,0.971416464
DB00600,P12236,0.971416464
DB00339,Q3MS49,0.971416464
DB00251,P23469,0.971416464
DB00961,P03886,0.971416464
DB00525,P48051,0.971416464
DB05246,P68871,0.971416464
DB00750,P05141,0.971416464
DB05246,P0A7J6,0.971416464
DB01170,P03886,0.971416464
DB04864,P98194,0.971416464
DB00750,P12235,0.971416464
DB00181,P54710,0.971416464
DB05246,Q9NR33,0.971416464
DB00600,P12235,0.971416464
DB11327,P54710,0.971416464
DB04880,P05230,0.971416464
DB00251,P38606,0.971416464
DB00525,P19320,0.971416464
DB00867,P0C6X7,0.971416464
DB00251,Q13332,0.971416464
DB00941,Q9UNP4,0.971416464
DB00525,P07327,0.971416464
DB09082,K9N7C7,0.971416464
DB00600,P05141,0.971416464
DB09082,P0C6X7,0.971416464
DB00221,P0C6X7,0.971416464
DB12532,Q07864,0.971416464
DB00961,P98194,0.971416464
DB01219,P0C6X7,0.971416464
DB01170,P98194,0.971416464
DB00686,P0C6X7,0.971416464
DB00525,Q15825,0.971416464
DB01219,P0DTD1,0.971416464
DB00750,P12236,0.971416464
DB00867,K9N7C7,0.971416464
DB06795,P21430,0.971416464
DB01113,Q3MS49,0.971416464
DB00561,K9N7C7,0.971416464
DB00525,Q92806,0.971416464
DB00221,K9N7C7,0.971416464
DB01291,P0C6X7,0.971416464
DB09477,P9WPS1,0.971416464
DB06809,P49327,0.971319328
DB06809,P07098,0.971319328
DB06809,P16233,0.971319328
DB01619,P23560,0.971222201
DB01421,O43614,0.971125083
DB01421,P04049,0.971125083
DB01421,O43613,0.971125083
DB00226,Q8TDS4,0.971027976
DB01421,P02818,0.971027976
DB12789,Q9NYX4,0.971027976
DB06809,P41594,0.971027976
DB06809,Q9UNP4,0.971027976
DB00894,Q92806,0.971027976
DB00894,P48051,0.971027976
DB00894,Q15825,0.971027976
DB00894,P07327,0.971027976
DB09041,P21430,0.971027976
DB00894,P19320,0.971027976
DB01421,Q9Y6F1,0.971027976
DB00217,Q04206,0.971027976
DB00748,P11413,0.971027976
DB01438,P45954,0.971027976
DB00226,P24530,0.970930878
DB01153,O60427,0.970833789
DB00479,P57059,0.970833789
DB00941,P21980,0.970833789
DB00600,P05230,0.970833789
DB11328,Q9Y2T6,0.970833789
DB00479,P53667,0.970833789
DB00419,P22001,0.970833789
DB04575,O60427,0.970833789
DB00748,P23560,0.970833789
DB01170,P22001,0.970833789
DB09552,Q9UNP4,0.970833789
DB06809,P23786,0.970833789
DB00479,Q8NG66,0.970833789
DB08936,P23416,0.970542583
DB03754,Q6GI75,0.970542583
DB00226,P02818,0.970542583
DB12328,Q16853,0.970542583
DB08936,P07327,0.970542583
DB08936,Q92806,0.970542583
DB11699,P48051,0.970542583
DB00919,Q16790,0.970542583
DB01070,P37088,0.970542583
DB08936,P19320,0.970542583
DB01070,Q9UBN7,0.970542583
DB01070,P51170,0.970542583
DB01070,P51168,0.970542583
DB11699,P19320,0.970542583
DB09324,Q16853,0.970542583
DB08936,Q15825,0.970542583
DB11699,Q15825,0.970542583
DB11699,P07327,0.970542583
DB11699,Q92806,0.970542583
DB01070,P51172,0.970542583
DB09096,Q3MS49,0.970445534
DB00299,P25815,0.970445534
DB12532,O00750,0.970445534
DB01599,A0A023W3H0,0.970445534
DB00341,P9WPS1,0.970445534
DB01202,Q3MS49,0.970445534
DB12095,P0C6X7,0.970445534
DB08809,P12823,0.970445534
DB00967,P54710,0.970445534
DB00686,K9N7C7,0.970445534
DB04876,P9WPS1,0.970445534
DB06410,P0DTD1,0.970445534
DB00354,P0C6X7,0.970445534
DB00452,O14578,0.970445534
DB04876,P54710,0.970445534
DB01082,O14578,0.970445534
DB00341,P54710,0.970445534
DB04843,P0C6X7,0.970445534
DB00426,P25815,0.970445534
DB01106,K9N7C7,0.970445534
DB01426,P12823,0.970445534
DB01250,Q5S007,0.970445534
DB01599,Q9NRF9,0.970445534
DB00928,Q86V67,0.970445534
DB01339,P54710,0.970445534
DB00928,P25815,0.970445534
DB05246,P04926,0.970445534
DB00967,P9WPS1,0.970445534
DB01599,A0A068JFB7,0.970445534
DB01339,P9WPS1,0.970445534
DB00928,P26447,0.970445534
DB06809,P21980,0.970348494
DB06213,P69905,0.970348494
DB11160,P23560,0.970348494
DB08799,P07327,0.970154444
DB08799,P19320,0.970154444
DB09552,P21980,0.970154444
DB01158,Q04206,0.970154444
DB00259,P21430,0.970154444
DB00828,Q6GI75,0.970154444
DB08799,Q15825,0.970154444
DB12789,Q92206,0.970154444
DB03085,Q07699,0.970154444
DB08799,Q92806,0.970154444
DB11160,P11413,0.970154444
DB08799,P48051,0.970154444
DB00302,P02818,0.970154444
DB04880,P98194,0.970154444
DB04880,P03886,0.970154444
DB11160,O60391,0.970154444
DB06718,O60488,0.969960432
DB01170,P46925,0.969960432
DB01170,P05230,0.969960432
DB01170,O00555,0.969960432
DB01619,P48051,0.969669488
DB01121,P03886,0.969669488
DB01619,P19320,0.969669488
DB01619,Q92806,0.969669488
DB01619,P07327,0.969669488
DB09488,P69905,0.969669488
DB01125,P11413,0.969669488
DB01619,Q15825,0.969669488
DB01619,P42263,0.969669488
DB00235,P51649,0.969669488
DB00941,P51649,0.969669488
DB00828,P37288,0.969669488
DB09041,P38606,0.969669488
DB00405,P11413,0.969669488
DB03085,P00492,0.969669488
DB06766,Q9H093,0.969669488
DB09041,Q13332,0.969669488
DB01158,P00747,0.969669488
DB09041,P23469,0.969669488
DB01125,O60391,0.969669488
DB01121,P98194,0.969669488
DB00262,P19838,0.969669488
DB01619,P23416,0.969669488
DB00262,P60568,0.969669488
DB01619,P48058,0.969669488
DB00479,P48736,0.969572525
DB01421,P42336,0.969572525
DB04865,P78527,0.969475573
DB01605,Q6GI75,0.969475573
DB09041,P49327,0.969475573
DB01250,Q07864,0.969475573
DB01339,Q86V67,0.969475573
DB01599,P68871,0.969475573
DB09041,P16233,0.969475573
DB06711,P0DTD1,0.969475573
DB04843,K9N7C7,0.969475573
DB01148,P0C6X7,0.969475573
DB09041,P07098,0.969475573
DB00426,P54710,0.969475573
DB00263,P78527,0.969475573
DB00299,P54710,0.969475573
DB00251,P12235,0.969475573
DB08801,P0C6X7,0.969475573
DB01336,P0C6X7,0.969475573
DB09242,P0DTD1,0.969475573
DB04876,Q86V67,0.969475573
DB05246,P40933,0.969475573
DB00251,P05141,0.969475573
DB06706,P0DTD1,0.969475573
DB11363,Q3MS49,0.969475573
DB00450,P0C6X7,0.969475573
DB00967,Q86V67,0.969475573
DB00354,K9N7C7,0.969475573
DB14033,P78527,0.969475573
DB00341,Q86V67,0.969475573
DB00450,P0DTD1,0.969475573
DB12532,Q7Z460,0.969475573
DB06147,P0C6X7,0.969475573
DB12095,K9N7C7,0.969475573
DB00251,P12236,0.969475573
DB00928,O90777,0.969475573
DB09300,P0C6X7,0.969475573
DB12532,Q8NEV4,0.969475573
DB00450,K9N7C7,0.969475573
DB01066,Q3MS49,0.969475573
DB12532,P14410,0.969475573
DB06147,P0DTD1,0.969475573
DB03754,Q9Y2I1,0.969281697
DB01170,Q16665,0.969281697
DB00524,O60488,0.969281697
DB00235,P98194,0.969281697
DB00235,P03886,0.969281697
DB03085,Q96SW2,0.969281697
DB06809,P51649,0.969281697
DB06821,P11413,0.969281697
DB09257,Q16739,0.969281697
DB00828,Q9Y2I1,0.969281697
DB01153,P61073,0.96908786
DB01121,P05230,0.968990956
DB09552,P51649,0.968990956
DB00828,Q08345,0.968990956
DB00419,P48736,0.968990956
DB00302,P19838,0.968797178
DB00302,P57059,0.968797178
DB00302,P53667,0.968797178
DB00262,Q04206,0.968797178
DB11587,P12236,0.968797178
DB11587,P12235,0.968797178
DB00302,Q8NG66,0.968797178
DB00302,P60568,0.968797178
DB00525,O60488,0.968797178
DB11587,P05141,0.968797178
DB00941,P23560,0.968603438
DB09488,P61073,0.968603438
DB09242,K9N7C7,0.968506582
DB09477,P23297,0.968506582
DB00410,Q16853,0.968506582
DB09242,P0C6X7,0.968506582
DB00336,P0DTD1,0.968506582
DB01157,Q5S007,0.968506582
DB09040,P69905,0.968506582
DB01625,P0DTD1,0.968506582
DB00928,P01350,0.968506582
DB09075,K9N7C7,0.968506582
DB00902,Q9H093,0.968506582
DB00452,Q9Y2K2,0.968506582
DB06711,K9N7C7,0.968506582
DB00354,P0DTD1,0.968506582
DB00928,Q5SHN7,0.968506582
DB06718,O60427,0.968506582
DB00336,P0C6X7,0.968506582
DB01046,P78527,0.968506582
DB00928,P0A7R5,0.968506582
DB05246,P0ABQ4,0.968506582
DB03754,Q00534,0.968506582
DB11327,P9WPS1,0.968506582
DB01082,Q9Y2K2,0.968506582
DB01426,P78559,0.968506582
DB01625,P0C6X7,0.968506582
DB00760,P78527,0.968506582
DB12532,Q9P2K8,0.968506582
DB00187,P0C6X7,0.968506582
DB01599,Q03393,0.968506582
DB04843,P0DTD1,0.968506582
DB01297,P0C6X7,0.968506582
DB00689,Q3MS49,0.968506582
DB06711,P0C6X7,0.968506582
DB01157,Q13315,0.968506582
DB00902,O60488,0.968506582
DB12095,P0DTD1,0.968506582
DB12532,Q9Y6R4,0.968506582
DB09351,P0C6X7,0.968506582
DB06780,P23297,0.968506582
DB00894,O60488,0.968506582
DB06706,K9N7C7,0.968506582
DB11278,P0C6X7,0.968506582
DB12789,P49674,0.968409736
DB00217,P12236,0.968216074
DB00217,P05141,0.968216074
DB00504,Q9H093,0.968216074
DB08936,Q9H093,0.968216074
DB03754,P08686,0.968216074
DB03085,Q9NYK1,0.968216074
DB00217,P12235,0.968216074
DB00251,P51649,0.968216074
DB01421,Q16790,0.968119257
DB00235,P23560,0.96802245
DB08799,Q9H093,0.96802245
DB08799,O60488,0.96802245
DB00262,P05230,0.96802245
DB12789,P00492,0.96802245
DB06814,P69905,0.96802245
DB00610,P05230,0.96802245
DB11496,Q7L0J3,0.967732087
DB00600,P23560,0.967732087
DB13908,P05141,0.967732087
DB13908,P12235,0.967732087
DB06795,P98194,0.967732087
DB00262,O75762,0.967732087
DB00262,Q7Z2W7,0.967732087
DB09040,P61073,0.967732087
DB13908,P12236,0.967732087
DB15694,Q8TDS4,0.967732087
DB00226,P24752,0.967732087
DB06795,P03886,0.967732087
DB00524,O60427,0.967732087
DB04864,P11413,0.967732087
DB01336,P0DTD1,0.96753856
DB08936,P32418,0.96753856
DB00452,O00750,0.96753856
DB09300,K9N7C7,0.96753856
DB01426,Q13315,0.96753856
DB01599,P04926,0.96753856
DB00967,P80511,0.96753856
DB00336,K9N7C7,0.96753856
DB00187,P0DTD1,0.96753856
DB01250,P26676,0.96753856
DB00341,P80511,0.96753856
DB00325,Q3MS49,0.96753856
DB01148,K9N7C7,0.96753856
DB01421,P19525,0.96753856
DB06706,P0C6X7,0.96753856
DB05246,Q15185,0.96753856
DB06714,P0C6X7,0.96753856
DB01339,P80511,0.96753856
DB12532,Q9H2X6,0.96753856
DB00187,K9N7C7,0.96753856
DB04876,P80511,0.96753856
DB11278,K9N7C7,0.96753856
DB08801,K9N7C7,0.96753856
DB00336,Q3MS49,0.96753856
DB01297,K9N7C7,0.96753856
DB08809,P78559,0.96753856
DB09300,P0DTD1,0.96753856
DB08819,Q3MS49,0.96753856
DB01148,P0DTD1,0.96753856
DB09075,P0DTD1,0.96753856
DB01082,P11137,0.96753856
DB11278,P0DTD1,0.96753856
DB05246,F5HGI9,0.96753856
DB09351,P0DTD1,0.96753856
DB01336,K9N7C7,0.96753856
DB01625,K9N7C7,0.96753856
DB01613,P9WPS1,0.96753856
DB01082,O00750,0.96753856
DB00452,P11137,0.96753856
DB00452,P14410,0.96753856
DB01250,Q05318,0.96753856
DB01082,P14410,0.96753856
DB01297,P0DTD1,0.96753856
DB08801,P0DTD1,0.96753856
DB09351,K9N7C7,0.96753856
DB00226,P28074,0.967441811
DB00226,P20618,0.967441811
DB00302,P46925,0.967441811
DB00272,P21430,0.967248342
DB01125,P07327,0.967248342
DB01125,P48051,0.967248342
DB00498,P23416,0.967248342
DB00498,O60391,0.967248342
DB01125,Q92806,0.967248342
DB01158,P05141,0.967248342
DB01091,P28161,0.967248342
DB01125,P19320,0.967248342
DB01170,O95069,0.967248342
DB01158,P12236,0.967248342
DB01125,Q15825,0.967248342
DB00259,Q04206,0.967248342
DB01158,P12235,0.967248342
DB00525,O60427,0.967248342
DB01091,P10620,0.967248342
DB01421,P0AES4,0.967248342
DB01091,Q04760,0.967248342
DB01091,Q16873,0.967248342
DB00735,P69905,0.967248342
DB00498,P11413,0.967248342
DB01421,Q06AK7,0.967054911
DB00302,O75874,0.967054911
DB01070,P19801,0.966958211
DB01170,P24752,0.966958211
DB01070,P23280,0.966958211
DB01619,P32418,0.966958211
DB01070,P35218,0.966958211
DB00419,P24752,0.966958211
DB00894,O60427,0.966958211
DB00902,O60427,0.966958211
DB03085,Q9Y2I1,0.966958211
DB01070,P19634,0.966958211
DB00419,P03886,0.966668167
DB00419,P98194,0.966668167
DB00302,P98194,0.966668167
DB06821,Q92806,0.966668167
DB09041,Q9UNP4,0.966668167
DB06821,Q15825,0.966668167
DB09041,P41594,0.966668167
DB00302,P03886,0.966668167
DB03754,P19634,0.966668167
DB00226,Q13233,0.966668167
DB00302,Q16665,0.966668167
DB06821,P19320,0.966668167
DB06821,P07327,0.966668167
DB06821,P48051,0.966668167
DB03754,P19801,0.966668167
DB06780,P54710,0.966571505
DB01764,P0C6X7,0.966571505
DB00719,P0C6X7,0.966571505
DB00309,P0DTD1,0.966571505
DB09090,P0DTD1,0.966571505
DB12532,P08069,0.966571505
DB00592,P0DTD1,0.966571505
DB09069,Q3MS49,0.966571505
DB05246,Q91RS4,0.966571505
DB01256,P0DTD1,0.966571505
DB08903,P0C6X7,0.966571505
DB01599,F5HGI9,0.966571505
DB00592,P0C6X7,0.966571505
DB00967,P23297,0.966571505
DB01339,P23297,0.966571505
DB04835,P0C6X7,0.966571505
DB09477,P25815,0.966571505
DB00699,Q3MS49,0.966571505
DB00810,P0DTD1,0.966571505
DB01336,Q3MS49,0.966571505
DB14019,P0DTD1,0.966571505
DB00699,P0DTD1,0.966571505
DB08801,Q3MS49,0.966571505
DB01330,Q3MS49,0.966571505
DB00792,P0C6X7,0.966571505
DB04876,P23297,0.966571505
DB00325,P0DTD1,0.966571505
DB01612,P0DTD1,0.966571505
DB04876,P01350,0.966571505
DB01599,P0ABQ4,0.966571505
DB13074,P0DTD1,0.966571505
DB01339,P01350,0.966571505
DB00261,K9N7C7,0.966571505
DB00325,K9N7C7,0.966571505
DB00341,P01350,0.966571505
DB09300,Q3MS49,0.966571505
DB09096,K9N7C7,0.966571505
DB00699,P0C6X7,0.966571505
DB01319,P0C6X7,0.966571505
DB00727,P0C6X7,0.966571505
DB00810,Q3MS49,0.966571505
DB06711,Q3MS49,0.966571505
DB00719,P0DTD1,0.966571505
DB00309,P0C6X7,0.966571505
DB00810,P0C6X7,0.966571505
DB05246,P30536,0.966571505
DB00592,Q3MS49,0.966571505
DB00697,P0C6X7,0.966571505
DB01082,Q15746,0.966571505
DB01581,Q3MS49,0.966571505
DB01237,P0DTD1,0.966571505
DB01599,P40933,0.966571505
DB00452,Q9P2K8,0.966571505
DB01764,P0DTD1,0.966571505
DB14019,P0C6X7,0.966571505
DB00261,P0C6X7,0.966571505
DB00551,Q3MS49,0.966571505
DB00727,P0DTD1,0.966571505
DB09090,P0C6X7,0.966571505
DB01005,Q3MS49,0.966571505
DB06714,P0DTD1,0.966571505
DB00792,P0DTD1,0.966571505
DB01148,Q3MS49,0.966571505
DB09526,Q3MS49,0.966571505
DB01146,P0DTD1,0.966571505
DB00283,Q3MS49,0.966571505
DB01256,P0C6X7,0.966571505
DB09143,P0C6X7,0.966571505
DB00341,P23297,0.966571505
DB01057,Q3MS49,0.966571505
DB00792,Q3MS49,0.966571505
DB06147,Q3MS49,0.966571505
DB00283,P0C6X7,0.966571505
DB00452,Q15746,0.966571505
DB12532,Q9H2X9,0.966571505
DB00891,K9N7C7,0.966571505
DB00426,P9WPS1,0.966571505
DB04835,P0DTD1,0.966571505
DB09143,P0DTD1,0.966571505
DB01247,P0C6X7,0.966571505
DB12532,Q9UKE5,0.966571505
DB09083,P0C6X7,0.966571505
DB01005,P0DTD1,0.966571505
DB09242,Q3MS49,0.966571505
DB01082,Q9P2K8,0.966571505
DB09083,P0DTD1,0.966571505
DB00891,P0DTD1,0.966571505
DB00890,Q3MS49,0.966571505
DB11217,Q3MS49,0.966571505
DB08903,P0DTD1,0.966571505
DB01250,Q9UQD0,0.966571505
DB06698,P0DTD1,0.966571505
DB01005,P0C6X7,0.966571505
DB01626,P0C6X7,0.966571505
DB00697,K9N7C7,0.966571505
DB00883,P0DTD1,0.966571505
DB00299,P9WPS1,0.966571505
DB01612,P0C6X7,0.966571505
DB13074,P0C6X7,0.966571505
DB00883,P0C6X7,0.966571505
DB00967,P01350,0.966571505
DB01319,P0DTD1,0.966571505
DB00283,P0DTD1,0.966571505
DB12532,Q9Y2K2,0.966571505
DB12532,Q5R2K6,0.966571505
DB00552,O60488,0.96637821
DB00894,P69905,0.96637821
DB00735,P10620,0.96637821
DB00735,Q16873,0.96637821
DB01125,O60488,0.96637821
DB00735,Q04760,0.96637821
DB08799,O60427,0.96637821
DB00735,P28161,0.96637821
DB00902,P61073,0.966281577
DB01421,Q9NR96,0.966281577
DB01616,P61073,0.966281577
DB06809,P23416,0.966281577
DB00828,P19801,0.96608834
DB03085,Q6GI75,0.96608834
DB09041,P23786,0.96608834
DB01070,O95749,0.96608834
DB15694,Q9NPA2,0.96608834
DB06821,O60488,0.96608834
DB00941,P19320,0.96608834
DB00941,Q15825,0.96608834
DB11699,P69905,0.96608834
DB03085,P07195,0.96608834
DB00941,Q92806,0.96608834
DB00828,P19634,0.96608834
DB00828,P51168,0.96608834
DB11587,P23560,0.96608834
DB00941,P07327,0.96608834
DB11496,Q7Z2W7,0.96608834
DB00828,P51170,0.96608834
DB03754,P53667,0.96608834
DB01421,P08922,0.96608834
DB03754,Q8NG66,0.96608834
DB00941,P48051,0.96608834
DB00828,Q13464,0.96608834
DB00828,P37088,0.96608834
DB00828,P51172,0.96608834
DB03754,P06715,0.96608834
DB03754,P57059,0.96608834
DB01421,Q07912,0.96608834
DB03754,P0A8V2,0.96608834
DB11496,O75762,0.96608834
DB08799,P61073,0.965895141
DB00828,Q8NG66,0.965798557
DB08799,P69905,0.965798557
DB01438,P43116,0.965798557
DB09257,P05230,0.965798557
DB00828,P53667,0.965798557
DB00226,Q16790,0.965798557
DB00828,P57059,0.965798557
DB01246,P69905,0.965798557
DB00697,P0DTD1,0.965605416
DB06147,K9N7C7,0.965605416
DB08903,K9N7C7,0.965605416
DB00551,K9N7C7,0.965605416
DB01764,K9N7C7,0.965605416
DB09075,P0C6X7,0.965605416
DB14019,K9N7C7,0.965605416
DB00339,P54710,0.965605416
DB01250,Q15878,0.965605416
DB09477,P80511,0.965605416
DB06698,P0C6X7,0.965605416
DB12532,Q9H2G2,0.965605416
DB08809,Q13315,0.965605416
DB01319,K9N7C7,0.965605416
DB01146,K9N7C7,0.965605416
DB00891,P0C6X7,0.965605416
DB00719,K9N7C7,0.965605416
DB06714,K9N7C7,0.965605416
DB04835,K9N7C7,0.965605416
DB09477,P26447,0.965605416
DB12532,Q8N4C8,0.965605416
DB00928,P29034,0.965605416
DB00760,P12823,0.965605416
DB00325,P0C6X7,0.965605416
DB09143,K9N7C7,0.965605416
DB09090,K9N7C7,0.965605416
DB01237,K9N7C7,0.965605416
DB00426,O90777,0.965605416
DB01146,P0C6X7,0.965605416
DB01247,K9N7C7,0.965605416
DB09096,P0C6X7,0.965605416
DB00928,A0A068JFB7,0.965605416
DB01237,P0C6X7,0.965605416
DB13074,K9N7C7,0.965605416
DB12532,Q56UN5,0.965605416
DB00309,K9N7C7,0.965605416
DB01626,K9N7C7,0.965605416
DB01626,P0DTD1,0.965605416
DB01256,K9N7C7,0.965605416
DB00551,P0DTD1,0.965605416
DB00261,P0DTD1,0.965605416
DB09083,K9N7C7,0.965605416
DB06698,K9N7C7,0.965605416
DB00883,K9N7C7,0.965605416
DB01247,P0DTD1,0.965605416
DB12532,Q6DT37,0.965605416
DB01157,Q07864,0.965605416
DB12532,O75747,0.965605416
DB00299,O90777,0.965605416
DB00427,P10620,0.965508861
DB03754,P21430,0.965508861
DB01438,O60391,0.965508861
DB13908,P23560,0.965508861
DB00427,Q16873,0.965508861
DB00894,Q16873,0.965508861
DB01438,P23416,0.965508861
DB09324,P98194,0.965508861
DB12328,P98194,0.965508861
DB00427,Q04760,0.965508861
DB00894,P10620,0.965508861
DB01070,Q16832,0.965508861
DB00894,Q04760,0.965508861
DB12328,P03886,0.965508861
DB09324,P03886,0.965508861
DB00427,P28161,0.965508861
DB00894,P28161,0.965508861
DB00748,P61073,0.965315778
DB01366,P61073,0.965315778
DB00504,P28161,0.965219251
DB00504,Q04760,0.965219251
DB00504,P10620,0.965219251
DB00504,Q16873,0.965219251
DB03754,O60706,0.965219251
DB11328,Q07912,0.965122734
DB00452,P95029,0.965122734
DB11328,P08922,0.965122734
DB06809,O43451,0.965026227
DB06809,P10253,0.965026227
DB00235,P11413,0.964929729
DB04864,Q15825,0.964929729
DB03085,B0B3C9,0.964929729
DB00217,P98194,0.964929729
DB06809,P27907,0.964929729
DB00961,P48051,0.964929729
DB04864,Q92806,0.964929729
DB08799,P28161,0.964929729
DB01366,P69905,0.964929729
DB09324,Q8TDS4,0.964929729
DB01170,Q9NS40,0.964929729
DB00259,P23786,0.964929729
DB01170,Q9H252,0.964929729
DB01153,P38606,0.964929729
DB08799,Q04760,0.964929729
DB04864,P48051,0.964929729
DB09041,P12235,0.964929729
DB01170,O00180,0.964929729
DB06809,P06818,0.964929729
DB00961,P19320,0.964929729
DB00226,P19525,0.964929729
DB01153,P23469,0.964929729
DB00235,O60391,0.964929729
DB00961,Q92806,0.964929729
DB09041,P12236,0.964929729
DB04864,P07327,0.964929729
DB01170,Q9Y257,0.964929729
DB00217,P03886,0.964929729
DB08799,Q16873,0.964929729
DB00498,Q9H093,0.964929729
DB12328,Q8TDS4,0.964929729
DB08799,P10620,0.964929729
DB00961,Q15825,0.964929729
DB00961,P07327,0.964929729
DB01153,Q13332,0.964929729
DB00419,Q16790,0.964929729
DB09041,P05141,0.964929729
DB04864,P19320,0.964929729
DB00226,O60218,0.964929729
DB09041,P21980,0.964929729
DB01421,P51170,0.964736762
DB00410,O15530,0.964736762
DB01421,P51168,0.964736762
DB01421,P37088,0.964736762
DB01421,P21589,0.964736762
DB00251,O60488,0.964736762
DB01421,P51172,0.964736762
DB12532,O95382,0.964640293
DB00181,P9WPS1,0.964640293
DB00967,P0A7R5,0.964640293
DB00426,P80511,0.964640293
DB04876,P0A7R5,0.964640293
DB11217,P54710,0.964640293
DB01339,P0A7R5,0.964640293
DB00299,P80511,0.964640293
DB12532,P14616,0.964640293
DB09526,P54710,0.964640293
DB00727,K9N7C7,0.964640293
DB01599,Q9H169,0.964640293
DB01082,Q7Z460,0.964640293
DB01170,O15530,0.964640293
DB00828,Q13956,0.964640293
DB00710,P78527,0.964640293
DB01143,K9N7C7,0.964640293
DB06751,Q9UNP4,0.964640293
DB13155,Q3MS49,0.964640293
DB01250,Q9Y2H9,0.964640293
DB01170,P50135,0.964640293
DB01426,Q15878,0.964640293
DB00967,Q5SHN7,0.964640293
DB01339,Q5SHN7,0.964640293
DB00452,Q7Z460,0.964640293
DB04865,P12823,0.964640293
DB00419,O15530,0.964640293
DB00341,Q5SHN7,0.964640293
DB00552,O60427,0.964640293
DB01426,Q07864,0.964640293
DB00389,P54710,0.964640293
DB09069,P54710,0.964640293
DB05246,P00378,0.964640293
DB01153,Q9NR82,0.964640293
DB04865,Q13315,0.964640293
DB01125,O60427,0.964640293
DB01057,P54710,0.964640293
DB01581,P54710,0.964640293
DB01599,P07498,0.964640293
DB05246,P07498,0.964640293
DB00293,P78527,0.964640293
DB09477,O90777,0.964640293
DB00689,P0C6X7,0.964640293
DB00450,Q3MS49,0.964640293
DB01613,O90777,0.964640293
DB01330,P54710,0.964640293
DB01626,Q3MS49,0.964640293
DB11327,P80511,0.964640293
DB06817,K9N7C7,0.964640293
